,아이디,날짜,맛평점,양평점,배달평점,리뷰
1620,   손님,2019년 8월 26일,5,5,5,"두번째 배달인데..
역시 배달 빠르고 맛있었어요.
소라무침 서비스도 맛있게 잘 먹었어요."
1621,pj**님,2019년 8월 25일,5,5,5,"배달도 빠르고 이벤트로 소라무침도 주시고
맛도 좋아요^^"
1622,th**님,2019년 8월 25일,5,5,5,사장님ㅠㅠ 광어회 우럭회 너무 맛있고요 물회도 미쳤어요ㅠㅠ 살얼음이 살아있어요ㅠㅠ 서비스로 주신 소라무침도 너무 감사해요 (하트하트) 셋이서 배불리먹었어요 가성비 갑이에요 흥하시고 번창하세요 남자친구한테도 안하는 말 하고갑니다 사..ㄹㅏㅇ..좋아..합니다♡ 다음에도 시켜먹을게요!!
1623,pe**님,2019년 8월 25일,4,4,4,간장은 바꾸셔야 할 것 같 습 니 다......
1624,si**님,2019년 8월 24일,5,5,5,"양도 많고 맛있어요 ㅋㅋ완전 혜자
이 가격에 이렇게 먹을 수 있어 감사합니다"
1625,sa**님,2019년 8월 23일,5,5,5,정말 맛잇게  잘 먹엇어여
1626,   손님,2019년 8월 23일,5,5,5,빠르고 좋아요ㅋㅋ 소라무침 이벤트는 끝나서 마니 아쉽넹요 ㅠㅜㅋㅋ
1627,ki**님,2019년 8월 21일,1,1,5,배가고파  전에 한번 시켜먹고 좋아서 시켜 먹었는데 소자에도 주는 소라 무침 안들어있길래  전화했더니 리뷰 이벤트 끝났다고. 아니다 이벤트 적혀있다 했더니 확인후 연락준다더만 20분 지나서 전화와서는 본사에서 안된다 한다? 이게 무슨 소린지 장난하는것도 아니고  다른곳은 잘못 배달 했다고 음식 그냥 드시고 환불해드린다고 하는곳도 있는데 여기는 정말 정 떨어지네요.  고객 감동을 쉣으로 바꿔 주시는 센스 여기는 두번다시 시키지 않켔습니다. 고객 과의 약속을 이딴식으로 저버리는 곳은 안먹으면그만 입니다. 잘먹고 잘사세요
1628,   손님,2019년 8월 21일,5,5,5,언제먹어두 맛잇는곳
1629,ef**님,2019년 8월 21일,4,4,4,맛있게 잘먹었습니당
1630,   손님,2019년 8월 20일,5,5,4,연어퀄리티좋아요 소라무침까지 ㅠㅠ 남는게있으신지 ㅠㅠ
1631,   손님,2019년 8월 20일,4,4,4,가성비 좋네요:)재주문 200퍼
1632,ho**님,2019년 8월 20일,5,5,5,잘 먹었습니다 ~~~
1633,vs**님,2019년 8월 20일,5,5,5,잘받았습니다~~~~
1634,lo**님,2019년 8월 20일,5,5,5,광 어 광 어 광 어 짱
1635,00**님,2019년 8월 18일,5,5,5,회무침 대박이에요 회도 맛있고 사업 번창하세요!
1636,lo**님,2019년 8월 18일,5,5,5,진짜 그냥 최고예요!
1637,   손님,2019년 8월 18일,5,5,5,배달 신경써서 해주시고 좋앗습니다
1638,   손님,2019년 8월 18일,5,5,5,"대박 완전 혜자집 찾음 ㄷ ㄷ 
만원에 소라무침에 양념에..대박 ㅠㅠㅠ
오ㅑ 여길 이제알았을까 초밥도 육천원 제 눈을 의심했네용 초밥 진짜 존맛 ㅠ 다음에는 연어 시켜먹으려구용
배부르게 잘먹었슴다"
1639,   손님,2019년 8월 17일,5,5,5,"맛양 배달 모두 만족합니다.
날씨때문에 회먹지말라던데 너무신선해서 믿고먹습니다."
