,아이디,날짜,맛평점,양평점,배달평점,리뷰
288,ar**님,2021년 11월 1일,5,5,5,배달 빠르고 맛있어요 ~~
289,go**님,2021년 10월 30일,5,5,5,최고의 갓성비 피자… 3년째 자취중인데 종종 피자생각나면 여기만 시킴 ㅎㅎ
290,jk**님,2021년 10월 28일,5,5,5,맛있는건 기본이고 양도 많아요.
291,oh**님,2021년 10월 27일,5,5,5,"치즈가 압축된 느낌 입안이 행복했습니다
잘먹었습니다
치킨은 패쓰하겠습니다"
292,23**님,2021년 10월 26일,4,5,4,치킨이 그냥 ㅋㅋㅋ
293,kc**님,2021년 10월 25일,4,5,5,"양도푸짐하고 피자도크고
맛있어요"
294,ma**님,2021년 10월 24일,4,5,5,맛있게 잘 먹었습니다.
295,kh**님,2021년 10월 24일,5,5,5,역시 배부르게 잘먹었습니다~
296,zh**님,2021년 10월 23일,5,5,5,넘맛있어요   다음에또 시켜야지
297,gl**님,2021년 10월 23일,5,5,5,맛있게 잘 먹었습니다~
298,qk**님,2021년 10월 21일,5,5,5,맛있었어요!! 양이 조금 적지만 맛은 기가막혀요
299,bi**님,2021년 10월 21일,5,5,5,배달도친절 맛도좋아요
300,pe**님,2021년 10월 21일,5,5,5,로제떡볶이가 전문점보다 더 맛있음.피자도 강추. 근데 버팔로 스틱은 태국산이라 그런지 냄새가 남
301,a0**님,2021년 10월 20일,4,4,4,맛있게 잘먹었어요~
302,dk**님,2021년 10월 20일,5,5,5,오자마자 먹어서 사진이 :( 배달오자마자 크기에 놀라고 맛에 놀랬어요 저렴해서 그러려니했는데 맛도 있어요 주말이라 배달시간 꽉꽉 채워서 기다리느라 힘들었지만 넘나 맛났어요
303,bf**님,2021년 10월 19일,5,5,5,빠르게 보내주셔서 잘 먹었습니다
304,gk**님,2021년 10월 13일,5,5,5,"피자는 역시 믿고 시킬만 했고여~
로제떡볶이는 주메뉴만큼 맛이 강하고 맛있어요.
윙도 매콤해서 좋았어여.
더욱이나 양도 많아서 만족했어여~^^"
305,   손님,2021년 10월 11일,4,5,5,"개인적으로는 버섯이 많이 들어가서 향이 좀 거슬려서 골라내고 먹었어요
양은 푸짐하고 넉넉합니다 ㅎㅎ"
306,eg**님,2021년 10월 10일,-,-,-,항상 맛있게 잘 먹었고 있어요
307,hl**님,2021년 10월 8일,5,5,5,크기도 크고 맛도 좋고 잘먹었습니다
308,ma**님,2021년 10월 7일,5,5,5,매콤하고 맛잇네요 ㅎㅎ
309,ha**님,2021년 10월 7일,5,5,5,맛있어요뉴너나나너나나
310,mi**님,2021년 10월 3일,3,5,5,배송 빨리 와서 좋았어요
311,ta**님,2021년 10월 2일,5,5,5,"평소보다 배달이 빨리왔어요 
너무맛있어요"
312,eg**님,2021년 9월 30일,-,-,-,항상 맛있게 잘먹고 있ㅇㅓ요
313,ko**님,2021년 9월 30일,5,5,5,"생각보다 사이즈작음 애기피자인줄 알았어요
근데 맛은 최강요 ㅎ"
314,du**님,2021년 9월 29일,5,5,5,"요 근래 먹었던 피자 중에 제일 맛있었어요
소스가 꾸덕해서 도우랑 새우랑 등등
너무 찰떡 이었어요
또 시킬게여###~~"
315,ah**님,2021년 9월 29일,5,5,5,조금 늦게 배달돼서  피자가 식어서 시카고 피자만의 치즈의 늘어짐은 못 느꼈네요ㅠㅠ 그래도 맛있게 잘먹었네요
316,ly**님,2021년 9월 28일,5,5,5,항상 잘먹고 있습니다!! 굿굿!!
317,ky**님,2021년 9월 26일,5,5,5,너무 맛있고 재료도 깨끗했어요. 피자와 치킨 모두 만족스러웠어요
318,xd**님,2021년 9월 26일,5,5,5,맛있게 잘 먹었습니다~
319,mu**님,2021년 9월 26일,5,5,5,good!!!!
320,   손님,2021년 9월 24일,5,5,5,첨에 빅스타라 사이즈 큰줄알았는데 사이즈가 작드라구요. 그거외엔 맛있었어요~
321,rl**님,2021년 9월 22일,5,5,5,꿀맛쓰 ♥♥♥♥♥♥♥♥
322,bi**님,2021년 9월 19일,5,5,5,"오자마자 호로록 따뜻하게 배송잘오구 맛나요
배송도 늘 친절하시구요"
323,nm**님,2021년 9월 16일,5,5,5,맛맛맛 양양양 가격까지 대만족 강력추천이요 진짜 커요
324,mi**님,2021년 9월 14일,5,5,5,굳굳굳!!!!!!!!!!!!
325,ib**님,2021년 9월 14일,5,3,4,너무 맛있었는데 가격대비 양이 많지 않아 아쉽네요~
326,ok**님,2021년 9월 13일,5,5,5,맛있게 잘 먹었습니다
327,dc**님,2021년 9월 12일,5,5,5,정말 맛있습니다. 배달도착후 다 먹어서 사진을 못찍었네요.
328,ki**님,2021년 9월 10일,5,5,5,맛있게 잘먹었습니다 ~~
329,go**님,2021년 9월 7일,5,5,5,"예전부터 주문했던...
맛있게 잘 먹었습니다~!!"
330,tk**님,2021년 9월 6일,5,5,5,"오우 새로 나운 메뉴라 시켜봤는데 맛납니다!
매콤하니 맛나게 잘 먹었습니다!"
331,jo**님,2021년 8월 31일,5,5,5,맛있게 잘 먹었습니다 다음에 또 먹을게요
332,rp**님,2021년 8월 30일,5,5,5,맛 크기 가격 넘 좋아요
333,ow**님,2021년 8월 27일,5,5,5,완전 맛있어요....
334,gj**님,2021년 8월 26일,5,5,5,피자는 여기서만시켜먹어요 !!김사합니다
335,gm**님,2021년 8월 24일,3,4,4,고급 피자맛은 아니지만 피자가 크고 먹을만하다.
336,dl**님,2021년 8월 23일,5,5,5,잘먹었습니다.
337,o3**님,2021년 8월 22일,5,5,5,피자 빅스타만머거여 ㅎㅎㅎㅎ존마앗
338,si**님,2021년 8월 21일,5,5,5,맛있었어요 굿굿 최고
339,33**님,2021년 8월 20일,5,5,5,로제소스가 진하고 매콤해서 아주 맛있었습니다! 배달실수가 살짝 있었는데 사장님께서 잘 대처해주셔서 맛있는 식사할 수 있었습니당 피클이랑 갈릭소스도 찍어봤어용 참고하세욧!
340,go**님,2021년 8월 17일,5,5,5,"시카고 피자가 먹고 싶어서 시켰는데 맛있네요
피자는 약간 매콤하면서 치즈맛이 어우러져 맛있고 치킨도 고소하고 맛있습이다"
341,zz**님,2021년 8월 16일,5,5,5,"2판시켰는데 허겁지겁 한판 다먹어갈때찍었어요ㅎ
넘맛있게 잘먹었어요"
342,rn**님,2021년 8월 16일,5,5,5,맛있어요 맘에드네요
343,rp**님,2021년 8월 16일,5,5,5,크기 좋고 맛 좋고 다 좋아요
344,hs**님,2021년 8월 15일,5,5,5,"피자 첫조각은 정말 맛있었는데
두번째 조각부터는 질리네요ㅠ"
