,아이디,날짜,맛평점,양평점,배달평점,리뷰
140,it**님,2022년 3월 26일,-,-,-,바나나 아이들이 너무 좋아해서 이거만 사요--
141,ks**님,2022년 3월 25일,-,-,-,잘먹었습니다 감사합니다
142,fl**님,2022년 3월 25일,5,5,5,맛있게잘먹었습니다 감사합니다
143,ji**님,2022년 3월 25일,5,5,5,꾸우우우웅우우우우우우울맛
144,dk**님,2022년 3월 24일,-,-,-,맛있네요 굿굿굿굿굿
145,it**님,2022년 3월 23일,-,-,-,"아이들 간식으로 먹기 딱이에요!! 아이들이 좋아하네요 
바나나짱맛"
146,it**님,2022년 3월 23일,-,-,-,미리 준비해주셔서 바로 찾아갈 수 있어 좋아요
147,ll**님,2022년 3월 23일,5,5,5,맛있게 잘 먹었습니다
148,je**님,2022년 3월 21일,5,5,5,구웃.
149,ks**님,2022년 3월 20일,-,-,-,잘먹었습니다   감사합니다
150,mi**님,2022년 3월 17일,5,5,5,역시 아이스크림은 베라
151,ha**님,2022년 3월 16일,5,5,5,맛있어요오오오👏👏👏
152,sk**님,2022년 3월 15일,-,-,-,바로 준비해 주셔서 기다릴 필요없이 잘 받았고 양도 많이 주셨어요
153,kh**님,2022년 3월 15일,5,5,5,베라는 늘 맛있네요~^^
154,wo**님,2022년 3월 14일,5,5,5,배송도 빠르고 아쥬 좋았어요
155,83**님,2022년 3월 14일,-,-,-,맛있어요~~~~~~~!
156,go**님,2022년 3월 13일,-,-,-,요거 진짜 맛나네여… 비싼값합니다…
157,87**님,2022년 3월 13일,5,5,5,배달 오래걸릴줄 알았는데 빨리 왔어요
158,hw**님,2022년 3월 13일,5,5,5,케이크가 너무귀여워용 ㅎㅎ 마싯습니당
159,ck**님,2022년 3월 13일,-,-,-,시간 맞춰서 준비 잘해주셔서 편하게 가져갔습니당 맛있어요 역시 ~~~
160,op**님,2022년 3월 13일,5,5,5,모든면에서 만족합니다
161,rn**님,2022년 3월 12일,-,-,-,뉴욕치즈케이크 맛있어요
162,ma**님,2022년 3월 12일,3,3,5,"주문서에 주문하면 맘대로 담아서 왔어요.  지난번에도 제발 주문서대로 
해주시고 임의변경 너무 싫습니다."
163,hu**님,2022년 3월 11일,5,5,5,잠깐 열어봐서 내용물 확인했는데  너무 맛있어보이네요~^^빨리집가서 먹어야겠어요
164,se**님,2022년 3월 10일,5,5,5,이상한나라의 솜사탕 최고
165,db**님,2022년 3월 9일,5,5,5,ㅂㄷㄱㄱㅇㄴㄴㅇㅊㅊㅊ
166,87**님,2022년 3월 9일,5,5,5,요즘 베라 할인해줘서 자주 시켜먹고있어요 배달 빠르고 좋아요
167,ba**님,2022년 3월 9일,-,-,-,"아이의 생일
케이크보다는 원하는 맛의 아이스크림으로
먹고 싶다고 해서 쿼터로 포장했네요."
168,ha**님,2022년 3월 8일,5,5,5,맛있어용ㅎㅎ  ♥♥♥
169,ki**님,2022년 3월 8일,5,5,5,언제나 잘먹고있습니다!!
170,   손님,2022년 3월 8일,5,5,5,배달도 빠르고 좋아요
171,wo**님,2022년 3월 7일,5,5,5,"뭐 무슨 리뷰가 필요할까요?
항상최고입니다!"
172,s2**님,2022년 3월 7일,5,5,5,맛있게 잘 먹었어요~
173,ek**님,2022년 3월 6일,5,5,5,맛있어요 ~~~~~~
174,ho**님,2022년 3월 6일,5,5,5,친구들이랑맛있게잘먹었습니다
175,hs**님,2022년 3월 6일,-,-,-,포장도 깔끔하고 좋아요. 이 달의 맛도 맛이 있네요. 추천합니다
176,ji**님,2022년 3월 5일,5,5,5,냠냠 너무 맛있어용
177,dp**님,2022년 3월 5일,4,4,4,초코나무숲 요청했는데 그냥 왔네용 ㅠㅠ
178,ss**님,2022년 3월 4일,-,-,-,빨리빨리 해주시고 예쁘게 담아주시고 좋습니다 외쳐 갓민초
179,35**님,2022년 3월 3일,-,-,-,역시배라는못잃어 존맛
180,dm**님,2022년 3월 2일,5,5,5,"배라를 집에서!
잘먹었습니다"
181,ko**님,2022년 3월 1일,5,5,5,전화로 요기요에 없는 맛 확인 후에 주문사항에 넣으라고 해서 적었는데 그냥 다른 맛이 왔네요 .. 쿼터로 시켜서 신메뉴 먹으려고 했는데 .. 그래도 배달도 빠르고 배송 포장도 너무 좋아서 리뷰 씁니다 .. 다음번에는 신경써주세여 ㅠㅠ
182,ah**님,2022년 3월 1일,-,-,-,민초는 역시 베라 배라베라베하
183,pa**님,2022년 3월 1일,5,5,5,코 끝에선 화➰❤️ 입안에선 후➰💚 때론 달콤하게🍫 때론 시큰하게🌿민트초코가 세상을 지배한다🍦 코 끝에선 화➰❤️ 입안에선 후➰💚 때론 달콤하게🍫 때론 시큰하게🌿민트초코가 세상을 지배한다🍦 코 끝에선 화➰❤️ 입안에선 후➰💚 때론 달콤하게🍫 때론 시큰하게🌿민트초코가 세상을 지배한다🍦
184,zx**님,2022년 3월 1일,5,5,5,할인 짱 bb 맛있어요
185,dk**님,2022년 2월 28일,-,-,-,맛있어요 좋네요 감사해요
186,rm**님,2022년 2월 28일,-,-,-,베스킨 너무 맛있어요~~~~~
187,zo**님,2022년 2월 28일,-,-,-,빠르고 맛있어요~
188,dd**님,2022년 2월 28일,-,-,-,콘보다는 매장메뉴가 나아요
189,sb**님,2022년 2월 28일,5,5,5,베스킨라빈스 써리원
190,kh**님,2022년 2월 27일,5,5,5,베라는 언제나 좋아요^^
191,ci**님,2022년 2월 27일,5,5,5,배달도 빠르고 양도 많네요 맛있게 잘 먹었어요
192,du**님,2022년 2월 27일,5,5,5,아이스크림굿존맛탱구리
193,dd**님,2022년 2월 27일,-,-,-,옥수수아이스크림 같아요
194,jl**님,2022년 2월 27일,-,-,-,포장할인으로 저렴하게 먹었어요
195,jj**님,2022년 2월 27일,5,5,5,맛있게 잘먹었습니다
196,ye**님,2022년 2월 27일,5,5,5,항상맛있게먹어요~^^
197,ju**님,2022년 2월 27일,5,5,5,배달도 빠르고 배달원분도 친절해요
198,ji**님,2022년 2월 26일,5,5,5,"아이스크림이 땡기는 날이면 거의 배라에서 사먹어요
꿀맛!"
199,kw**님,2022년 2월 26일,-,-,-,잘먹었습니다~~~~
200,da**님,2022년 2월 26일,5,5,5,잘받았습니다.......
201,ki**님,2022년 2월 26일,-,-,-,잘먹었습니다!!!!
202,yi**님,2022년 2월 26일,-,-,-,아이스크림 맛있어요~
203,   손님,2022년 2월 26일,5,5,5,배라는 여기서만 시킴니다 굿
